Year,Site,Habitat,Taxonomy_Substrate_Functional_Group,mean_percent_cover
2014,LTER 4,Fringing,Cyanophyta,3.52
2014,LTER 4,Fringing,Dictyota bartayresiana,0.56
2014,LTER 4,Fringing,Halimeda minima,0.08
2014,LTER 4,Fringing,Halimeda opuntia,0.48
2014,LTER 4,Fringing,Padina boryana,0.08
2014,LTER 4,Fringing,Sand,56.8
2014,LTER 4,Backreef,Algal Turf,51.44
2014,LTER 4,Backreef,Amansia rhodantha,1.6
2014,LTER 4,Backreef,Caulerpa racemosa,0.16
2014,LTER 4,Backreef,Caulerpa serrulata,0.16
2014,LTER 4,Backreef,Cladophoropsis membranacea,0.08
2014,LTER 4,Backreef,Coral,28
2014,LTER 4,Backreef,Crustose Corallines,1.44
2014,LTER 4,Backreef,Cyanophyta,0.32
2014,LTER 4,Backreef,Dictyota bartayresiana,0.4
2014,LTER 4,Backreef,Halimeda distorta,0.4
2014,LTER 4,Backreef,Halimeda minima,0.8
2014,LTER 4,Backreef,Halimeda taenicola,0.4
2014,LTER 4,Backreef,Sand,13.84
2014,LTER 4,Backreef,Tridacna sp.,0.16
2014,LTER 4,Backreef,Turbinaria ornata,0.8
2014,LTER 4,Outer 10,Algal Turf,59.92
2014,LTER 4,Outer 10,Cladophoropsis membranacea,0.08
2014,LTER 4,Outer 10,Coral,10.16
2014,LTER 4,Outer 10,Crustose Corallines,16.8
2014,LTER 4,Outer 10,Halimeda distorta,0.4
2014,LTER 4,Outer 10,Halimeda incrassata,0.08
2014,LTER 4,Outer 10,Halimeda minima,1.12
2014,LTER 4,Outer 10,Halimeda taenicola,0.08
2014,LTER 4,Outer 10,Lobophora variegata,0.16
2014,LTER 4,Outer 10,Millepora platyphylla,7.28
2014,LTER 4,Outer 10,Peyssonnelia bornetii,2.4
2014,LTER 4,Outer 10,Sand,1.52
2014,LTER 4,Outer 17,Algal Turf,50.48
2014,LTER 4,Outer 17,Amphiroa fragilissima,0.32
2014,LTER 4,Outer 17,Coral,8.64
2014,LTER 4,Outer 17,Crustose Corallines,25.2
2014,LTER 4,Outer 17,Dictyota bartayresiana,0.24
2014,LTER 4,Outer 17,Halimeda distorta,0.08
2014,LTER 4,Outer 17,Halimeda minima,1.68
2014,LTER 4,Outer 17,Halimeda taenicola,0.16
2014,LTER 4,Outer 17,Lobophora variegata,5.12
2014,LTER 4,Outer 17,Millepora platyphylla,0.16
2014,LTER 4,Outer 17,Peyssonnelia bornetii,6.16
2014,LTER 4,Outer 17,Sand,1.44
2014,LTER 4,Outer 17,Soft Coral,0.32
2014,LTER 5,Fringing,Algal Turf,16.56
2014,LTER 5,Fringing,Amphiroa fragilissima,1.2
2014,LTER 5,Fringing,Chaetomorpha antennina,0.08
2014,LTER 5,Fringing,Coral,62.48
2014,LTER 5,Fringing,Corallimorpharia,1.04
2014,LTER 5,Fringing,Crustose Corallines,0.8
2014,LTER 5,Fringing,Cyanophyta,1.52
2014,LTER 5,Fringing,Damselfish Turf,4.72
2014,LTER 5,Fringing,Halimeda distorta,0.08
2014,LTER 5,Fringing,Halimeda minima,0.64
2014,LTER 5,Fringing,Halimeda opuntia,0.64
2014,LTER 5,Fringing,Lobophora variegata,0.24
2014,LTER 5,Fringing,Sand,9.76
2014,LTER 5,Fringing,Sponge,0.24
2014,LTER 5,Backreef,Algal Turf,27.76
2014,LTER 5,Backreef,Amansia rhodantha,0.72
2014,LTER 5,Backreef,Caulerpa racemosa,0.16
2014,LTER 5,Backreef,Coral,23.04
2014,LTER 5,Backreef,Crustose Corallines,3.6
2014,LTER 5,Backreef,Cyanophyta,0.16
2014,LTER 5,Backreef,Damselfish Turf,2.4
2014,LTER 5,Backreef,Halimeda incrassata,0.32
2014,LTER 5,Backreef,Halimeda minima,0.32
2014,LTER 5,Backreef,Halimeda opuntia,0.08
2014,LTER 5,Backreef,Halimeda taenicola,0.32
2014,LTER 5,Backreef,Lobophora variegata,0.08
2014,LTER 5,Backreef,Phyllodictyon anastomosans,0.08
2014,LTER 5,Backreef,Sand,40.96
2014,LTER 5,Outer 10,Algal Turf,55.2
2014,LTER 5,Outer 10,Codium geppiorum,2.4
2014,LTER 5,Outer 10,Coral,13.6
2014,LTER 5,Outer 10,Crustose Corallines,12.72
2014,LTER 5,Outer 10,Cyanophyta,0.16
2014,LTER 5,Outer 10,Halimeda discoidea,1.2
2014,LTER 5,Outer 10,Halimeda distorta,0.24
2014,LTER 5,Outer 10,Halimeda incrassata,0.96
2014,LTER 5,Outer 10,Halimeda minima,1.68
2014,LTER 5,Outer 10,Halimeda taenicola,3.04
2014,LTER 5,Outer 10,Lobophora variegata,0.4
2014,LTER 5,Outer 10,Millepora platyphylla,2.88
2014,LTER 5,Outer 10,Peyssonnelia bornetii,3.68
2014,LTER 5,Outer 10,Sand,1.84
2014,LTER 5,Outer 17,Algal Turf,46.72
2014,LTER 5,Outer 17,Coral,10.32
2014,LTER 5,Outer 17,Crustose Corallines,29.52
2014,LTER 5,Outer 17,Cyanophyta,0.08
2014,LTER 5,Outer 17,Halimeda minima,0.4
2014,LTER 5,Outer 17,Lobophora variegata,1.44
2014,LTER 5,Outer 17,Millepora platyphylla,3.2
2014,LTER 5,Outer 17,Peyssonnelia bornetii,4
2014,LTER 5,Outer 17,Sand,3.84
2014,LTER 5,Outer 17,Soft Coral,0.48
2014,LTER 6,Fringing,Algal Turf,39.52
2014,LTER 6,Fringing,Amansia rhodantha,7.36
2014,LTER 6,Fringing,Amphiroa fragilissima,0.08
2014,LTER 6,Fringing,Boodlea kaeneana,0.08
2014,LTER 6,Fringing,Caulerpa racemosa,0.16
2014,LTER 6,Fringing,Caulerpa serrulata,0.32
2014,LTER 6,Fringing,Chlorodesmis fastigiata,0.08
2014,LTER 6,Fringing,Coral,36.96
2014,LTER 6,Fringing,Corallimorpharia,0.72
2014,LTER 6,Fringing,Crustose Corallines,0.72
2014,LTER 6,Fringing,Cyanophyta,0.08
2014,LTER 6,Fringing,Damselfish Turf,4.32
2014,LTER 6,Fringing,Dictyota bartayresiana,2.4
2014,LTER 6,Fringing,Gelidiella acerosa,0.08
2014,LTER 6,Fringing,Halimeda minima,1.6
2014,LTER 6,Fringing,Halimeda opuntia,0.16
2014,LTER 6,Fringing,Sand,5.36
2014,LTER 6,Backreef,Algal Turf,30.72
2014,LTER 6,Backreef,Caulerpa racemosa,0.08
2014,LTER 6,Backreef,Coral,22.4
2014,LTER 6,Backreef,Crustose Corallines,4.8
2014,LTER 6,Backreef,Cyanophyta,0.48
2014,LTER 6,Backreef,Damselfish Turf,2.16
2014,LTER 6,Backreef,Halimeda distorta,0.16
2014,LTER 6,Backreef,Halimeda minima,0.08
2014,LTER 6,Backreef,Sand,38.88
2014,LTER 6,Backreef,Tridacna sp.,0.24
2014,LTER 6,Outer 10,Algal Turf,52.24
2014,LTER 6,Outer 10,Asparagopsis taxiformis,1.68
2014,LTER 6,Outer 10,Cladophoropsis membranacea,0.16
2014,LTER 6,Outer 10,Coral,18.32
2014,LTER 6,Outer 10,Crustose Corallines,15.52
2014,LTER 6,Outer 10,Halimeda discoidea,0.16
2014,LTER 6,Outer 10,Halimeda distorta,0.56
2014,LTER 6,Outer 10,Halimeda incrassata,0.08
2014,LTER 6,Outer 10,Halimeda minima,3.04
2014,LTER 6,Outer 10,Halimeda taenicola,2.88
2014,LTER 6,Outer 10,Millepora platyphylla,1.2
2014,LTER 6,Outer 10,Peyssonnelia bornetii,2.48
2014,LTER 6,Outer 10,Sand,1.68
2014,LTER 6,Outer 17,Algal Turf,57.68
2014,LTER 6,Outer 17,Coral,9.04
2014,LTER 6,Outer 17,Crustose Corallines,24.64
2014,LTER 6,Outer 17,Cyanophyta,0.08
2014,LTER 6,Outer 17,Halimeda minima,0.48
2014,LTER 6,Outer 17,Lobophora variegata,0.4
2014,LTER 6,Outer 17,Millepora platyphylla,0.24
2014,LTER 6,Outer 17,Peyssonnelia bornetii,4.48
2014,LTER 6,Outer 17,Sand,2.96
2015,LTER 1,Fringing,Algal Turf,39.04
2015,LTER 1,Fringing,Coral,2.72
2015,LTER 1,Fringing,Crustose Corallines,5.92
2015,LTER 1,Fringing,Damselfish Turf,2.4
2015,LTER 1,Fringing,Dictyota bartayresiana,24.56
2015,LTER 1,Fringing,Sand,25.36
2015,LTER 1,Backreef,Algal Turf,22.32
2015,LTER 1,Backreef,Amansia rhodantha,8.88
2015,LTER 1,Backreef,Boodlea kaeneana,0.08
2015,LTER 1,Backreef,Coral,4.48
2015,LTER 1,Backreef,Crustose Corallines,7.68
2015,LTER 1,Backreef,Damselfish Turf,7.52
2015,LTER 1,Backreef,Dictyota bartayresiana,1.2
2015,LTER 1,Backreef,Halimeda distorta,0.08
2015,LTER 1,Backreef,Lobophora variegata,1.44
2015,LTER 1,Backreef,Peyssonnelia bornetii,0.24
2015,LTER 1,Backreef,Sand,25.2
2015,LTER 1,Backreef,Sargassum pacificum,5.28
2015,LTER 1,Backreef,Turbinaria ornata,15.6
2015,LTER 1,Outer 10,Algal Turf,41.2
2015,LTER 1,Outer 10,Asparagopsis taxiformis,2
2015,LTER 1,Outer 10,Boodlea kaeneana,0.08
2015,LTER 1,Outer 10,Coral,44.48
2015,LTER 1,Outer 10,Crustose Corallines,7.92
2015,LTER 1,Outer 10,Halimeda distorta,0.16
2015,LTER 1,Outer 10,Halimeda minima,0.88
2015,LTER 1,Outer 10,Lobophora variegata,0.56
2015,LTER 1,Outer 10,Millepora platyphylla,2.64
2015,LTER 1,Outer 10,Peyssonnelia sp.,0.08
2015,LTER 1,Outer 10,Sand,0
2015,LTER 1,Outer 17,Algal Turf,52.4
2015,LTER 1,Outer 17,Asparagopsis taxiformis,2.72
2015,LTER 1,Outer 17,Coral,19.84
2015,LTER 1,Outer 17,Crustose Corallines,19.68
2015,LTER 1,Outer 17,Halimeda discoidea,0.08
2015,LTER 1,Outer 17,Halimeda minima,0.24
2015,LTER 1,Outer 17,Lobophora variegata,1.52
2015,LTER 1,Outer 17,Peyssonnelia sp.,1.04
2015,LTER 1,Outer 17,Sand,2.48
2015,LTER 2,Fringing,Acanthophora spicifera,0.08
2015,LTER 2,Fringing,Algal Turf,23.84
2015,LTER 2,Fringing,Amansia rhodantha,0.24
2015,LTER 2,Fringing,Coral,2.48
2015,LTER 2,Fringing,Corallimorpharia,0.32
2015,LTER 2,Fringing,Crustose Corallines,4.32
2015,LTER 2,Fringing,Damselfish Turf,53.04
2015,LTER 2,Fringing,Galaxaura filamentosa,0.24
2015,LTER 2,Fringing,Lobophora variegata,2.48
2015,LTER 2,Fringing,Millepora platyphylla,1.84
2015,LTER 2,Fringing,Sand,0.96
2015,LTER 2,Fringing,Turbinaria ornata,10.16
2015,LTER 2,Backreef,Algal Turf,40.32
2015,LTER 2,Backreef,Amansia rhodantha,0
2015,LTER 2,Backreef,Amphiroa fragilissima,0.16
2015,LTER 2,Backreef,Chnoospora implexa,0.48
2015,LTER 2,Backreef,Coral,2.32
2015,LTER 2,Backreef,Corallimorpharia,0.32
2015,LTER 2,Backreef,Crustose Corallines,0.8
2015,LTER 2,Backreef,Cyanophyta,0.24
2015,LTER 2,Backreef,Damselfish Turf,2.96
2015,LTER 2,Backreef,Dictyota bartayresiana,16.88
2015,LTER 2,Backreef,Halimeda opuntia,0.16
2015,LTER 2,Backreef,Lobophora variegata,3.84
2015,LTER 2,Backreef,Padina boryana,0.08
2015,LTER 2,Backreef,Sand,24.4
2015,LTER 2,Backreef,Sargassum pacificum,0.08
2015,LTER 2,Backreef,Turbinaria ornata,6.96
2015,LTER 2,Outer 10,Algal Turf,43.44
2015,LTER 2,Outer 10,Asparagopsis taxiformis,4.72
2015,LTER 2,Outer 10,Coral,29.68
2015,LTER 2,Outer 10,Crustose Corallines,12.16
2015,LTER 2,Outer 10,Halimeda discoidea,0.08
2015,LTER 2,Outer 10,Halimeda minima,0.64
2015,LTER 2,Outer 10,Lobophora variegata,0.24
2015,LTER 2,Outer 10,Millepora platyphylla,7.28
2015,LTER 2,Outer 10,Peyssonnelia sp.,0.08
2015,LTER 2,Outer 10,Sand,1.68
2015,LTER 2,Outer 17,Algal Turf,61.04
2015,LTER 2,Outer 17,Asparagopsis taxiformis,2.64
2015,LTER 2,Outer 17,Coral,16.16
2015,LTER 2,Outer 17,Crustose Corallines,14.64
2015,LTER 2,Outer 17,Lobophora variegata,0.96
2015,LTER 2,Outer 17,Millepora platyphylla,0.24
2015,LTER 2,Outer 17,Peyssonnelia sp.,0.32
2015,LTER 2,Outer 17,Sand,4
2015,LTER 3,Fringing,Algal Turf,44
2015,LTER 3,Fringing,Coral,16.56
2015,LTER 3,Fringing,Crustose Corallines,0
2015,LTER 3,Fringing,Cyanophyta,0.16
2015,LTER 3,Fringing,Damselfish Turf,19.6
2015,LTER 3,Fringing,Dictyota bartayresiana,1.44
2015,LTER 3,Fringing,Lobophora variegata,2.8
2015,LTER 3,Fringing,Sand,15.28
2015,LTER 3,Fringing,Turbinaria ornata,0.16
2015,LTER 3,Backreef,Algal Turf,31.52
2015,LTER 3,Backreef,Amansia rhodantha,11.92
2015,LTER 3,Backreef,Boodlea kaeneana,0.08
2015,LTER 3,Backreef,Caulerpa racemosa,0.08
2015,LTER 3,Backreef,Chnoospora implexa,1.04
2015,LTER 3,Backreef,Coelothrix irregularis,0.4
2015,LTER 3,Backreef,Coral,12.56
2015,LTER 3,Backreef,Crustose Corallines,1.68
2015,LTER 3,Backreef,Cyanophyta,0.24
2015,LTER 3,Backreef,Damselfish Turf,3.68
2015,LTER 3,Backreef,Dictyota bartayresiana,5.04
2015,LTER 3,Backreef,Galaxaura filamentosa,0.16
2015,LTER 3,Backreef,Gelidiella sp.,0.24
2015,LTER 3,Backreef,Halimeda distorta,0.72
2015,LTER 3,Backreef,Halimeda minima,0.16
2015,LTER 3,Backreef,Hydroclathrus clathratus,0.08
2015,LTER 3,Backreef,Lobophora variegata,0.4
2015,LTER 3,Backreef,Sand,24.88
2015,LTER 3,Backreef,Sargassum pacificum,0.08
2015,LTER 3,Backreef,Turbinaria ornata,5.04
2015,LTER 3,Outer 10,Algal Turf,37.44
2015,LTER 3,Outer 10,Coral,9.6
2015,LTER 3,Outer 10,Crustose Corallines,22.32
2015,LTER 3,Outer 10,Halimeda distorta,0.08
2015,LTER 3,Outer 10,Halimeda minima,0.16
2015,LTER 3,Outer 10,Lobophora variegata,7.92
2015,LTER 3,Outer 10,Millepora platyphylla,0.08
2015,LTER 3,Outer 10,Peyssonnelia sp.,2.88
2015,LTER 3,Outer 10,Sand,5.68
2015,LTER 3,Outer 10,Turbinaria ornata,13.84
2015,LTER 3,Outer 17,Algal Turf,41.68
2015,LTER 3,Outer 17,Amphiroa fragilissima,0.24
2015,LTER 3,Outer 17,Coral,5.84
2015,LTER 3,Outer 17,Crustose Corallines,24.64
2015,LTER 3,Outer 17,Dictyota bartayresiana,0.16
2015,LTER 3,Outer 17,Halimeda minima,2.08
2015,LTER 3,Outer 17,Halimeda opuntia,0.08
2015,LTER 3,Outer 17,Heteractis sp.,0.88
2015,LTER 3,Outer 17,Lobophora variegata,20.72
2015,LTER 3,Outer 17,Peyssonnelia sp.,2
2015,LTER 3,Outer 17,Sand,1.68
2015,LTER 4,Fringing,Algal Turf,31.68
2015,LTER 4,Fringing,Chnoospora implexa,0.16
2015,LTER 4,Fringing,Coral,14.16
2015,LTER 4,Fringing,Corallimorpharia,0.16
2015,LTER 4,Fringing,Crustose Corallines,0.24
2015,LTER 4,Fringing,Cyanophyta,1.6
2015,LTER 4,Fringing,Dictyota bartayresiana,4.88
2015,LTER 4,Fringing,Halimeda distorta,0.08
2015,LTER 4,Fringing,Halimeda opuntia,0.08
2015,LTER 4,Fringing,Halimeda sp.,0.08
2015,LTER 4,Fringing,Lobophora variegata,0.32
2015,LTER 4,Fringing,Sand,46.56
2015,LTER 4,Backreef,Algal Turf,39.28
2015,LTER 4,Backreef,Amansia rhodantha,2.96
2015,LTER 4,Backreef,Boodlea kaeneana,0.24
2015,LTER 4,Backreef,Coral,25.6
2015,LTER 4,Backreef,Crustose Corallines,0.24
2015,LTER 4,Backreef,Cyanophyta,0.08
2015,LTER 4,Backreef,Dictyota bartayresiana,1.76
2015,LTER 4,Backreef,Halimeda distorta,0.32
2015,LTER 4,Backreef,Halimeda minima,0.16
2015,LTER 4,Backreef,Halimeda opuntia,0.4
2015,LTER 4,Backreef,Lobophora variegata,0.32
2015,LTER 4,Backreef,Sand,27.2
2015,LTER 4,Backreef,Sargassum pacificum,0.08
2015,LTER 4,Backreef,Turbinaria ornata,1.36
2015,LTER 4,Outer 10,Algal Turf,46.4
2015,LTER 4,Outer 10,Coral,18.8
2015,LTER 4,Outer 10,Crustose Corallines,18.72
2015,LTER 4,Outer 10,Cyanophyta,6.4
2015,LTER 4,Outer 10,Halimeda discoidea,0.24
2015,LTER 4,Outer 10,Halimeda minima,0.16
2015,LTER 4,Outer 10,Lobophora variegata,1.2
2015,LTER 4,Outer 10,Millepora platyphylla,6.64
2015,LTER 4,Outer 10,Peyssonnelia sp.,0.8
2015,LTER 4,Outer 10,Sand,0.64
2015,LTER 4,Outer 17,Algal Turf,43.68
2015,LTER 4,Outer 17,Coral,14.96
2015,LTER 4,Outer 17,Crustose Corallines,27.04
2015,LTER 4,Outer 17,Cyanophyta,0.24
2015,LTER 4,Outer 17,Halimeda minima,0.96
2015,LTER 4,Outer 17,Lobophora variegata,8.24
2015,LTER 4,Outer 17,Millepora platyphylla,0.48
2015,LTER 4,Outer 17,Peyssonnelia sp.,2.72
2015,LTER 4,Outer 17,Sand,1.36
2015,LTER 4,Outer 17,Soft Coral,0.32
2015,LTER 5,Fringing,Actinotrichia fragilis,0.16
2015,LTER 5,Fringing,Algal Turf,17.76
2015,LTER 5,Fringing,Amphiroa fragilissima,2.4
2015,LTER 5,Fringing,Boodlea kaeneana,0.08
2015,LTER 5,Fringing,Coral,64.08
2015,LTER 5,Fringing,Corallimorpharia,2
2015,LTER 5,Fringing,Crustose Corallines,0.08
2015,LTER 5,Fringing,Cyanophyta,0.08
2015,LTER 5,Fringing,Damselfish Turf,5.52
2015,LTER 5,Fringing,Dictyosphaeria versluysii,0.08
2015,LTER 5,Fringing,Dictyota bartayresiana,0.08
2015,LTER 5,Fringing,Halimeda minima,0.56
2015,LTER 5,Fringing,Halimeda opuntia,0.88
2015,LTER 5,Fringing,Halimeda sp.,0.08
2015,LTER 5,Fringing,Lobophora variegata,0.16
2015,LTER 5,Fringing,Sand,5.04
2015,LTER 5,Fringing,Sponge,0.56
2015,LTER 5,Fringing,Symploca hydnoides,0.32
2015,LTER 5,Fringing,Valonia ventricosa,0.08
2015,LTER 5,Backreef,Algal Turf,27.52
2015,LTER 5,Backreef,Amansia rhodantha,1.68
2015,LTER 5,Backreef,Amphiroa fragilissima,0.16
2015,LTER 5,Backreef,Boodlea kaeneana,0.16
2015,LTER 5,Backreef,Coelothrix irregularis,0.24
2015,LTER 5,Backreef,Coral,20.72
2015,LTER 5,Backreef,Crustose Corallines,1.6
2015,LTER 5,Backreef,Cyanophyta,0.08
2015,LTER 5,Backreef,Damselfish Turf,6.48
2015,LTER 5,Backreef,Dictyota bartayresiana,0.72
2015,LTER 5,Backreef,Galaxaura filamentosa,0.16
2015,LTER 5,Backreef,Halimeda distorta,0.56
2015,LTER 5,Backreef,Halimeda minima,0.48
2015,LTER 5,Backreef,Halimeda opuntia,0.24
2015,LTER 5,Backreef,Halimeda sp.,0.08
2015,LTER 5,Backreef,Lobophora variegata,0.08
2015,LTER 5,Backreef,Sand,37.36
2015,LTER 5,Backreef,Sargassum pacificum,0.32
2015,LTER 5,Backreef,Turbinaria ornata,1.36
2015,LTER 5,Outer 10,Algal Turf,46
2015,LTER 5,Outer 10,Coral,18.4
2015,LTER 5,Outer 10,Crustose Corallines,15.92
2015,LTER 5,Outer 10,Cyanophyta,7.6
2015,LTER 5,Outer 10,Halimeda discoidea,0.08
2015,LTER 5,Outer 10,Halimeda distorta,0.16
2015,LTER 5,Outer 10,Halimeda incrassata,0.08
2015,LTER 5,Outer 10,Halimeda macroloba,0.08
2015,LTER 5,Outer 10,Halimeda minima,1.12
2015,LTER 5,Outer 10,Lobophora variegata,0.64
2015,LTER 5,Outer 10,Millepora platyphylla,2.88
2015,LTER 5,Outer 10,Peyssonnelia sp.,6.24
2015,LTER 5,Outer 10,Sand,0.8
2015,LTER 5,Outer 17,Algal Turf,37.84
2015,LTER 5,Outer 17,Coral,16.96
2015,LTER 5,Outer 17,Crustose Corallines,28.88
2015,LTER 5,Outer 17,Halimeda minima,0.48
2015,LTER 5,Outer 17,Lobophora variegata,1.6
2015,LTER 5,Outer 17,Millepora platyphylla,3.6
2015,LTER 5,Outer 17,Peyssonnelia sp.,5.12
2015,LTER 5,Outer 17,Sand,3.36
2015,LTER 5,Outer 17,Soft Coral,2.16
2015,LTER 6,Fringing,Algal Turf,39.52
2015,LTER 6,Fringing,Amansia rhodantha,10.24
2015,LTER 6,Fringing,Caulerpa racemosa,0.32
2015,LTER 6,Fringing,Caulerpa serrulata,0.08
2015,LTER 6,Fringing,Coral,32.88
2015,LTER 6,Fringing,Crustose Corallines,4
2015,LTER 6,Fringing,Cyanophyta,1.04
2015,LTER 6,Fringing,Dichotomaria marginata,0.08
2015,LTER 6,Fringing,Dictyosphaeria cavernosa,0
2015,LTER 6,Fringing,Dictyota bartayresiana,6.24
2015,LTER 6,Fringing,Halimeda opuntia,2.8
2015,LTER 6,Fringing,Lobophora variegata,0.16
2015,LTER 6,Fringing,Sand,2.48
2015,LTER 6,Fringing,Turbinaria ornata,0.16
2015,LTER 6,Backreef,Algal Turf,42.08
2015,LTER 6,Backreef,Cladophoropsis membranacea,0.08
2015,LTER 6,Backreef,Coral,23.36
2015,LTER 6,Backreef,Crustose Corallines,0.88
2015,LTER 6,Backreef,Dictyota friabilis,0.08
2015,LTER 6,Backreef,Galaxaura rugosa,0.16
2015,LTER 6,Backreef,Halimeda distorta,0.08
2015,LTER 6,Backreef,Halimeda incrassata,0.32
2015,LTER 6,Backreef,Halimeda minima,0.48
2015,LTER 6,Backreef,Halimeda opuntia,0.16
2015,LTER 6,Backreef,Sand,32.32
2015,LTER 6,Outer 10,Algal Turf,44
2015,LTER 6,Outer 10,Asparagopsis taxiformis,2.96
2015,LTER 6,Outer 10,Coral,25.04
2015,LTER 6,Outer 10,Crustose Corallines,17.28
2015,LTER 6,Outer 10,Cyanophyta,2.64
2015,LTER 6,Outer 10,Halimeda discoidea,0.16
2015,LTER 6,Outer 10,Halimeda distorta,0.4
2015,LTER 6,Outer 10,Halimeda macroloba,0.08
2015,LTER 6,Outer 10,Halimeda minima,1.6
2015,LTER 6,Outer 10,Halimeda taenicola,0.96
2015,LTER 6,Outer 10,Lobophora variegata,1.84
2015,LTER 6,Outer 10,Millepora platyphylla,1.28
2015,LTER 6,Outer 10,Peyssonnelia sp.,0.8
2015,LTER 6,Outer 10,Sand,0.96
2015,LTER 6,Outer 17,Algal Turf,51.84
2015,LTER 6,Outer 17,Coral,14.8
2015,LTER 6,Outer 17,Crustose Corallines,25.28
2015,LTER 6,Outer 17,Cyanophyta,0.16
2015,LTER 6,Outer 17,Halimeda minima,0.32
2015,LTER 6,Outer 17,Lobophora variegata,3.12
2015,LTER 6,Outer 17,Millepora platyphylla,0.08
2015,LTER 6,Outer 17,Peyssonnelia sp.,1.44
2015,LTER 6,Outer 17,Sand,2.96
2016,LTER 1,Fringing,Algal Turf,37.12
2016,LTER 1,Fringing,Coral,3.2
2016,LTER 1,Fringing,Corallimorpharia,0.08
2016,LTER 1,Fringing,Crustose Corallines,2.56
2016,LTER 1,Fringing,Cyanophyta,3.92
2016,LTER 1,Fringing,Damselfish Turf,3.28
2016,LTER 1,Fringing,Dictyota bartayresiana,18.16
2016,LTER 1,Fringing,Halimeda opuntia,0.16
2016,LTER 1,Fringing,Lobophora variegata,1.6
2016,LTER 1,Fringing,Sand,29.84
2016,LTER 1,Fringing,Tridacna sp.,0.08
2016,LTER 1,Backreef,Algal Turf,18.96
2016,LTER 1,Backreef,Amansia rhodantha,14.48
2016,LTER 1,Backreef,Boodlea kaeneana,0.08
2016,LTER 1,Backreef,Coral,4.64
2016,LTER 1,Backreef,Crustose Corallines,6.72
2016,LTER 1,Backreef,Cyanophyta,0.16
2016,LTER 1,Backreef,Damselfish Turf,4.56
2016,LTER 1,Backreef,Dictyota bartayresiana,2
2016,LTER 1,Backreef,Halimeda discoidea,0.08
2016,LTER 1,Backreef,Halimeda distorta,0.4
2016,LTER 1,Backreef,Halimeda sp.,0.16
2016,LTER 1,Backreef,Lobophora variegata,1.6
2016,LTER 1,Backreef,Peyssonnelia sp.,0.24
2016,LTER 1,Backreef,Sand,24.16
2016,LTER 1,Backreef,Sargassum pacificum,6.88
2016,LTER 1,Backreef,Turbinaria ornata,14.88
2016,LTER 1,Outer 10,Algal Turf,30.56
2016,LTER 1,Outer 10,Asparagopsis taxiformis,1.36
2016,LTER 1,Outer 10,Cladophoropsis membranacea,0.16
2016,LTER 1,Outer 10,Coral,56.32
2016,LTER 1,Outer 10,Crustose Corallines,6.56
2016,LTER 1,Outer 10,Cyanophyta,0.24
2016,LTER 1,Outer 10,Dictyota friabilis,0.08
2016,LTER 1,Outer 10,Halimeda discoidea,0.4
2016,LTER 1,Outer 10,Halimeda minima,1.04
2016,LTER 1,Outer 10,Halimeda taenicola,0.24
2016,LTER 1,Outer 10,Lobophora variegata,0.16
2016,LTER 1,Outer 10,Millepora platyphylla,2.64
2016,LTER 1,Outer 10,Peyssonnelia sp.,0.24
2016,LTER 1,Outer 10,Sand,0
2016,LTER 1,Outer 17,Algal Turf,44
2016,LTER 1,Outer 17,Asparagopsis taxiformis,4.96
2016,LTER 1,Outer 17,Coral,22.88
2016,LTER 1,Outer 17,Crustose Corallines,20.88
2016,LTER 1,Outer 17,Halimeda minima,0.72
2016,LTER 1,Outer 17,Lobophora variegata,0.8
2016,LTER 1,Outer 17,Peyssonnelia sp.,3.52
2016,LTER 1,Outer 17,Sand,2.24
2016,LTER 2,Fringing,Algal Turf,70.24
2016,LTER 2,Fringing,Amansia rhodantha,0.08
2016,LTER 2,Fringing,Coral,2.88
2016,LTER 2,Fringing,Corallimorpharia,0.56
2016,LTER 2,Fringing,Crustose Corallines,3.28
2016,LTER 2,Fringing,Cyanophyta,0.16
2016,LTER 2,Fringing,Damselfish Turf,5.04
2016,LTER 2,Fringing,Dictyota bartayresiana,0.4
2016,LTER 2,Fringing,Galaxaura filamentosa,0.4
2016,LTER 2,Fringing,Hydroclathrus clathratus,0.08
2016,LTER 2,Fringing,Hypnea spinella,0.08
2016,LTER 2,Fringing,Lobophora variegata,0.16
2016,LTER 2,Fringing,Millepora platyphylla,2.88
2016,LTER 2,Fringing,Padina boryana,0.16
2016,LTER 2,Fringing,Sand,0.88
2016,LTER 2,Fringing,Sponge,0.08
2016,LTER 2,Fringing,Turbinaria ornata,12.64
2016,LTER 2,Backreef,Algal Turf,30.96
2016,LTER 2,Backreef,Amphiroa fragilissima,0.32
2016,LTER 2,Backreef,Chnoospora implexa,1.76
2016,LTER 2,Backreef,Coral,1.2
2016,LTER 2,Backreef,Crustose Corallines,0.8
2016,LTER 2,Backreef,Cyanophyta,2.32
2016,LTER 2,Backreef,Dictyota bartayresiana,27.84
2016,LTER 2,Backreef,Halimeda distorta,0.08
2016,LTER 2,Backreef,Halimeda opuntia,0.24
2016,LTER 2,Backreef,Hydroclathrus clathratus,0.24
2016,LTER 2,Backreef,Lobophora variegata,1.44
2016,LTER 2,Backreef,Padina boryana,1.6
2016,LTER 2,Backreef,Sand,27.92
2016,LTER 2,Backreef,Sargassum pacificum,0.08
2016,LTER 2,Backreef,Sponge,0.08
